14 62 1 13 13
14 62 1 15 16
14 62 3 13 13
14 62 3 15 16
14 62 4 13 13
14 62 4 15 16
14 62 5 13 13
14 62 5 15 16
14 62 6 13 13
14 62 6 15 16
14 62 13 1 1
14 62 13 2 1
14 62 13 3 1
14 62 13 4 4
14 62 13 5 1
14 62 13 6 1
14 62 13 7 1
14 62 13 8 1
14 62 13 9 1
14 62 13 10 1
14 62 13 11 1
14 62 13 12 1
14 62 13 15 16
14 62 13 16 16
14 62 13 17 1
14 62 14 1 1
14 62 14 2 1
14 62 14 3 1
14 62 14 4 4
14 62 14 5 1
14 62 14 6 1
14 62 14 7 1
14 62 14 8 1
14 62 14 9 1
14 62 14 10 1
14 62 14 11 1
14 62 14 12 1
14 62 14 13 13
14 62 14 15 16
14 62 14 16 16
14 62 14 17 1
14 62 15 1 1
14 62 15 3 1
14 62 15 4 4
14 62 15 5 1
14 62 17 13 13
