14 68 1 13 13
14 68 1 15 16
14 68 3 13 13
14 68 3 15 16
14 68 4 2 1
14 68 4 11 1
14 68 4 12 1
14 68 4 13 13
14 68 4 15 16
14 68 4 16 16
14 68 5 13 13
14 68 5 15 16
14 68 6 13 13
14 68 6 15 16
14 68 13 1 1
14 68 13 2 1
14 68 13 3 1
14 68 13 4 4
14 68 13 5 1
14 68 13 6 1
14 68 13 7 1
14 68 13 8 1
14 68 13 9 1
14 68 13 10 1
14 68 13 11 1
14 68 13 12 1
14 68 13 15 16
14 68 13 16 16
14 68 13 17 1
14 68 14 1 1
14 68 14 2 1
14 68 14 3 1
14 68 14 4 4
14 68 14 5 1
14 68 14 6 1
14 68 14 7 1
14 68 14 8 1
14 68 14 9 1
14 68 14 10 1
14 68 14 11 1
14 68 14 12 1
14 68 14 13 13
14 68 14 15 16
14 68 14 16 16
14 68 14 17 1
14 68 15 1 1
14 68 15 3 1
14 68 15 4 4
14 68 15 5 1
14 68 16 4 4
14 68 16 5 1
14 68 17 13 13
