1 154 1 2 2
1 154 1 3 3
1 154 1 4 5
1 154 1 5 5
1 154 1 6 6
1 154 1 7 2
1 154 1 8 2
1 154 1 9 2
1 154 1 10 2
1 154 1 11 2
1 154 1 12 2
1 154 1 13 14
1 154 1 14 14
1 154 1 15 14
1 154 1 16 2
1 154 1 17 17
1 154 2 3 3
1 154 2 4 5
1 154 2 5 5
1 154 2 6 6
1 154 2 14 14
1 154 3 2 2
1 154 3 7 2
1 154 3 8 2
1 154 3 9 2
1 154 3 10 2
1 154 3 11 2
1 154 3 12 2
1 154 3 13 14
1 154 3 14 14
1 154 3 15 14
1 154 3 16 2
1 154 3 17 17
1 154 4 2 2
1 154 4 3 3
1 154 4 5 5
1 154 4 6 6
1 154 4 7 2
1 154 4 8 2
1 154 4 9 2
1 154 4 10 2
1 154 4 11 2
1 154 4 12 2
1 154 4 17 17
1 154 5 2 2
1 154 5 3 3
1 154 5 6 6
1 154 5 7 2
1 154 5 8 2
1 154 5 9 2
1 154 5 10 2
1 154 5 11 2
1 154 5 12 2
1 154 5 13 14
1 154 5 14 14
1 154 5 15 14
1 154 5 16 2
1 154 5 17 17
1 154 6 2 2
1 154 6 3 3
1 154 6 4 5
1 154 6 5 5
1 154 6 7 2
1 154 6 8 2
1 154 6 9 2
1 154 6 10 2
1 154 6 11 2
1 154 6 12 2
1 154 6 13 14
1 154 6 14 14
1 154 6 15 14
1 154 6 16 2
1 154 6 17 17
1 154 7 3 3
1 154 7 4 5
1 154 7 5 5
1 154 7 6 6
1 154 7 14 14
1 154 8 3 3
1 154 8 4 5
1 154 8 5 5
1 154 8 6 6
1 154 8 14 14
1 154 9 3 3
1 154 9 4 5
1 154 9 5 5
1 154 9 6 6
1 154 9 14 14
1 154 10 3 3
1 154 10 4 5
1 154 10 5 5
1 154 10 6 6
1 154 10 14 14
1 154 11 3 3
1 154 11 4 5
1 154 11 5 5
1 154 11 6 6
1 154 11 14 14
1 154 12 3 3
1 154 12 4 5
1 154 12 5 5
1 154 12 6 6
1 154 12 14 14
1 154 13 2 2
1 154 13 3 3
1 154 13 5 5
1 154 13 6 6
1 154 13 7 2
1 154 13 8 2
1 154 13 9 2
1 154 13 10 2
1 154 13 11 2
1 154 13 12 2
1 154 13 17 17
1 154 14 2 2
1 154 14 3 3
1 154 14 5 5
1 154 14 6 6
1 154 14 7 2
1 154 14 8 2
1 154 14 9 2
1 154 14 10 2
1 154 14 11 2
1 154 14 12 2
1 154 14 17 17
1 154 15 3 3
1 154 15 5 5
1 154 15 6 6
1 154 16 3 3
1 154 16 4 5
1 154 16 5 5
1 154 16 6 6
1 154 16 14 14
1 154 17 3 3
1 154 17 4 5
1 154 17 5 5
1 154 17 6 6
1 154 17 14 14
