12 54 1 11 11
12 54 2 11 11
12 54 3 11 11
12 54 4 11 11
12 54 5 11 11
12 54 6 11 11
12 54 9 11 11
12 54 11 1 2
12 54 11 2 2
12 54 11 3 2
12 54 11 4 2
12 54 11 5 2
12 54 11 6 2
12 54 11 13 2
12 54 11 14 2
12 54 11 15 2
12 54 11 16 2
12 54 12 1 2
12 54 12 2 2
12 54 12 3 2
12 54 12 4 2
12 54 12 5 2
12 54 12 6 2
12 54 12 7 2
12 54 12 8 11
12 54 12 9 2
12 54 12 10 11
12 54 12 11 11
12 54 12 13 2
12 54 12 14 2
12 54 12 15 2
12 54 12 16 2
12 54 12 17 2
12 54 13 11 11
12 54 14 11 11
12 54 15 11 11
12 54 16 11 11
12 54 17 11 11
