1 141 1 2 2
1 141 1 3 3
1 141 1 4 5
1 141 1 5 5
1 141 1 6 6
1 141 1 7 2
1 141 1 8 2
1 141 1 9 2
1 141 1 10 2
1 141 1 11 2
1 141 1 12 2
1 141 1 13 14
1 141 1 14 14
1 141 1 15 14
1 141 1 16 2
1 141 1 17 17
1 141 2 3 3
1 141 2 4 5
1 141 2 5 5
1 141 2 6 6
1 141 2 14 14
1 141 3 2 2
1 141 3 7 2
1 141 3 8 2
1 141 3 9 2
1 141 3 10 2
1 141 3 11 2
1 141 3 12 2
1 141 3 13 14
1 141 3 14 14
1 141 3 15 14
1 141 3 16 2
1 141 3 17 17
1 141 4 2 2
1 141 4 3 3
1 141 4 6 6
1 141 4 7 2
1 141 4 8 2
1 141 4 9 2
1 141 4 10 2
1 141 4 11 2
1 141 4 12 2
1 141 4 17 17
1 141 5 2 2
1 141 5 3 3
1 141 5 6 6
1 141 5 7 2
1 141 5 8 2
1 141 5 9 2
1 141 5 10 2
1 141 5 11 2
1 141 5 12 2
1 141 5 13 14
1 141 5 14 14
1 141 5 15 14
1 141 5 16 2
1 141 5 17 17
1 141 6 2 2
1 141 6 4 5
1 141 6 5 5
1 141 6 11 2
1 141 6 12 2
1 141 6 13 14
1 141 6 14 14
1 141 6 15 14
1 141 6 16 2
1 141 7 3 3
1 141 7 4 5
1 141 7 5 5
1 141 7 14 14
1 141 8 3 3
1 141 8 4 5
1 141 8 5 5
1 141 8 14 14
1 141 9 3 3
1 141 9 4 5
1 141 9 5 5
1 141 9 14 14
1 141 10 3 3
1 141 10 4 5
1 141 10 5 5
1 141 10 14 14
1 141 11 3 3
1 141 11 4 5
1 141 11 5 5
1 141 11 6 6
1 141 11 14 14
1 141 12 3 3
1 141 12 4 5
1 141 12 5 5
1 141 12 6 6
1 141 12 14 14
1 141 13 2 2
1 141 13 3 3
1 141 13 5 5
1 141 13 6 6
1 141 13 7 2
1 141 13 8 2
1 141 13 9 2
1 141 13 10 2
1 141 13 11 2
1 141 13 12 2
1 141 13 17 17
1 141 14 2 2
1 141 14 3 3
1 141 14 5 5
1 141 14 6 6
1 141 14 7 2
1 141 14 8 2
1 141 14 9 2
1 141 14 10 2
1 141 14 11 2
1 141 14 12 2
1 141 14 17 17
1 141 15 3 3
1 141 15 5 5
1 141 15 6 6
1 141 16 3 3
1 141 16 5 5
1 141 16 6 6
1 141 17 3 3
1 141 17 4 5
1 141 17 5 5
1 141 17 13 14
1 141 17 14 14
