2 176 1 7 9
2 176 1 8 9
2 176 1 9 9
2 176 1 10 9
2 176 1 11 12
2 176 1 12 12
2 176 1 16 16
2 176 2 1 1
2 176 2 3 1
2 176 2 4 1
2 176 2 5 1
2 176 2 6 1
2 176 2 7 9
2 176 2 8 9
2 176 2 9 9
2 176 2 10 9
2 176 2 11 12
2 176 2 12 12
2 176 2 13 16
2 176 2 14 1
2 176 2 15 16
2 176 2 16 16
2 176 2 17 17
2 176 3 7 9
2 176 3 8 9
2 176 3 9 9
2 176 3 10 9
2 176 3 11 12
2 176 3 12 12
2 176 3 16 16
2 176 4 7 9
2 176 4 8 9
2 176 4 9 9
2 176 4 10 9
2 176 4 11 12
2 176 4 12 12
2 176 5 7 9
2 176 5 8 9
2 176 5 9 9
2 176 5 10 9
2 176 5 11 12
2 176 5 12 12
2 176 5 16 16
2 176 6 7 9
2 176 6 8 9
2 176 6 9 9
2 176 6 10 9
2 176 6 11 12
2 176 6 12 12
2 176 6 16 16
2 176 7 1 1
2 176 7 3 1
2 176 7 4 1
2 176 7 5 1
2 176 7 6 1
2 176 7 12 12
2 176 7 13 16
2 176 7 14 1
2 176 7 15 16
2 176 7 16 16
2 176 7 17 17
2 176 8 1 1
2 176 8 3 1
2 176 8 4 1
2 176 8 5 1
2 176 8 6 1
2 176 8 13 16
2 176 8 14 1
2 176 8 15 16
2 176 8 16 16
2 176 8 17 17
2 176 9 1 1
2 176 9 3 1
2 176 9 4 1
2 176 9 5 1
2 176 9 6 1
2 176 9 11 12
2 176 9 12 12
2 176 9 13 16
2 176 9 14 1
2 176 9 15 16
2 176 9 16 16
2 176 9 17 17
2 176 10 1 1
2 176 10 3 1
2 176 10 4 1
2 176 10 5 1
2 176 10 6 1
2 176 10 13 16
2 176 10 14 1
2 176 10 15 16
2 176 10 16 16
2 176 10 17 17
2 176 11 1 1
2 176 11 3 1
2 176 11 4 1
2 176 11 5 1
2 176 11 6 1
2 176 11 13 16
2 176 11 14 1
2 176 11 15 16
2 176 11 16 16
2 176 11 17 17
2 176 12 1 1
2 176 12 3 1
2 176 12 4 1
2 176 12 5 1
2 176 12 6 1
2 176 12 7 9
2 176 12 9 9
2 176 12 13 16
2 176 12 14 1
2 176 12 15 16
2 176 12 16 16
2 176 12 17 17
2 176 13 7 9
2 176 13 8 9
2 176 13 9 9
2 176 13 10 9
2 176 13 11 12
2 176 13 12 12
2 176 14 7 9
2 176 14 8 9
2 176 14 9 9
2 176 14 10 9
2 176 14 11 12
2 176 14 12 12
2 176 15 6 1
2 176 15 7 9
2 176 15 8 9
2 176 15 9 9
2 176 15 10 9
2 176 15 11 12
2 176 15 12 12
2 176 15 17 17
2 176 16 1 1
2 176 16 3 1
2 176 16 6 1
2 176 16 7 9
2 176 16 8 9
2 176 16 9 9
2 176 16 10 9
2 176 16 11 12
2 176 16 12 12
2 176 16 17 17
2 176 17 1 1
2 176 17 3 1
2 176 17 4 1
2 176 17 5 1
2 176 17 6 1
2 176 17 7 9
2 176 17 8 9
2 176 17 9 9
2 176 17 10 9
2 176 17 11 12
2 176 17 12 12
2 176 17 13 16
2 176 17 14 1
2 176 17 15 16
2 176 17 16 16
