1 146 1 2 2
1 146 1 3 3
1 146 1 4 5
1 146 1 5 5
1 146 1 6 6
1 146 1 7 2
1 146 1 8 2
1 146 1 9 2
1 146 1 10 2
1 146 1 11 2
1 146 1 12 2
1 146 1 13 14
1 146 1 14 14
1 146 1 15 14
1 146 1 16 2
1 146 1 17 17
1 146 2 3 3
1 146 2 4 5
1 146 2 5 5
1 146 2 6 6
1 146 2 14 14
1 146 3 2 2
1 146 3 7 2
1 146 3 8 2
1 146 3 9 2
1 146 3 10 2
1 146 3 11 2
1 146 3 12 2
1 146 3 13 14
1 146 3 14 14
1 146 3 15 14
1 146 3 16 2
1 146 3 17 17
1 146 4 2 2
1 146 4 3 3
1 146 4 5 5
1 146 4 6 6
1 146 4 7 2
1 146 4 8 2
1 146 4 9 2
1 146 4 10 2
1 146 4 11 2
1 146 4 12 2
1 146 4 17 17
1 146 5 2 2
1 146 5 3 3
1 146 5 6 6
1 146 5 7 2
1 146 5 8 2
1 146 5 9 2
1 146 5 10 2
1 146 5 11 2
1 146 5 12 2
1 146 5 13 14
1 146 5 14 14
1 146 5 15 14
1 146 5 16 2
1 146 5 17 17
1 146 6 2 2
1 146 6 4 5
1 146 6 5 5
1 146 6 11 2
1 146 6 12 2
1 146 6 13 14
1 146 6 14 14
1 146 6 15 14
1 146 6 16 2
1 146 7 3 3
1 146 7 4 5
1 146 7 5 5
1 146 7 6 6
1 146 7 14 14
1 146 8 3 3
1 146 8 4 5
1 146 8 5 5
1 146 8 6 6
1 146 8 14 14
1 146 9 3 3
1 146 9 4 5
1 146 9 5 5
1 146 9 6 6
1 146 9 14 14
1 146 10 3 3
1 146 10 4 5
1 146 10 5 5
1 146 10 6 6
1 146 10 14 14
1 146 11 3 3
1 146 11 4 5
1 146 11 5 5
1 146 11 6 6
1 146 11 14 14
1 146 12 3 3
1 146 12 4 5
1 146 12 5 5
1 146 12 6 6
1 146 12 14 14
1 146 13 2 2
1 146 13 3 3
1 146 13 5 5
1 146 13 6 6
1 146 13 7 2
1 146 13 8 2
1 146 13 9 2
1 146 13 10 2
1 146 13 11 2
1 146 13 12 2
1 146 13 17 17
1 146 14 2 2
1 146 14 3 3
1 146 14 5 5
1 146 14 6 6
1 146 14 7 2
1 146 14 8 2
1 146 14 9 2
1 146 14 10 2
1 146 14 11 2
1 146 14 12 2
1 146 14 17 17
1 146 15 3 3
1 146 15 5 5
1 146 15 6 6
1 146 16 3 3
1 146 16 5 5
1 146 16 6 6
1 146 17 3 3
1 146 17 4 5
1 146 17 5 5
1 146 17 6 6
1 146 17 14 14
