0,3.0922e+05,14431,177.12,19655,42435,51506,284.35,8649.1,1215.5,23876,6472.7,9001.2,28909,420.65,27630,37434
2.0004e+05,0,1.8414e+05,7069.4,1.129e+05,3.0895e+05,1.6498e+05,2771,1.2144e+05,58044,1.2112e+05,32681,58700,1.6638e+05,12609,2.3274e+05,4.5451e+05
16322,1.2484e+05,0,166.99,2127.9,2618.2,9945.6,0.16,114.75,30.612,931.35,22.062,36.311,175.26,1.348,21295,12516
327.79,1181.9,25.843,0,386.23,8.183,254.67,0,8.474,0.009,69.221,0.02,0.021,0.014,21.677,10.559,48.465
24121,81144,238.96,215.29,0,1528.3,11958,0.048,122.93,18.405,187.52,14.274,195.54,668.07,0.404,1478.1,2837.4
30702,2.8253e+05,6404.7,4.359,2232.1,0,35820,17.031,4418.5,349.03,7485.7,124.63,554.4,1415.2,63.096,11086,76670
3826.3,1.5115e+05,2797.9,4.087,1534.2,18748,0,158.77,5022.8,1412.4,3164.6,281.09,739.88,5570.4,74.27,11013,15188
10.886,2465.7,2.113,0,0.078,236.83,1960,0,8.538,0.016,1.522,0.002,2.915,2.144,0,21.27,10.675
959.87,1.5562e+05,414.73,0.627,674.32,10507,40170,2.739,0,57.585,452.59,18.805,173.93,196.13,44.57,3955,40521
16162,2.9591e+05,6577.2,15.528,6022.6,31557,8720.1,237.47,8116,0,5533.7,1070.1,2317.4,11875,218.22,13868,37239
6464.1,27631,1141.3,6.944,2437.7,1426.1,1204,32.949,1069.5,6494.3,0,633.31,148.64,586.89,10.211,7967.9,7713.4
495.17,87125,285.68,0,0.138,212.53,267.51,0,6.172,32768,4240.7,0,15.008,64.031,5.142,1842.7,3681.9
5085.6,41564,76.27,0,1689.6,6195.7,4501.9,1.376,285.42,7.612,450.99,142.5,0,417.29,463.07,1734.5,26419
10065,1.6173e+05,180.13,0,864.92,3144.3,14010,0.732,281.59,11.123,202.02,58.836,1030,0,39.891,4154.8,47574
164.84,8717.1,21542,0.969,23.852,304.03,149,0,43.537,448.1,104.9,24.524,170.36,179.53,0,224.87,1509.8
6554.8,3.3159e+05,14703,6.992,3101.9,9589.8,2450.1,34.545,2103.5,1.3846e+05,4239,127.43,6523.7,3635.2,151.71,0,9680
34222,5.4342e+05,5572.9,421.73,3234.1,16187,62228,342.15,8355.3,594.98,13022,549.85,2249.8,3204.9,9.313,10723,0
