0,1.7039e+05,4780.7,11.057,8912.7,15062,21181,162.14,5351.3,645.81,6564.5,1712.1,3191.9,5846.1,131.26,18121,18469
68833,0,69781,843.36,32434,89320,51091,941.07,56801,23827,34393,5842.9,25432,43660,2308.1,84420,1.2245e+05
6145.1,60453,0,0.06,61.913,1037.1,4287.7,0.102,13.294,5.326,12.311,2.534,2.463,180.69,0.069,8557.6,7455
234.16,216.7,0.014,0,124.81,12.004,25.638,0,0.07,0.001,0,0,0,0,0,1.063,34.012
16091,56786,60.108,82.861,0,226.28,6545.2,3.75,45.294,18.251,142.85,0.599,9.119,90.78,0.211,1168.2,1232.6
1185.6,1.0985e+05,2735.5,2.237,281.42,0,32288,16.401,451.2,242.33,694.74,137.83,273.64,267.24,1.344,2561.1,37313
1304.9,53734,778.74,0,495.86,3297.2,0,57.111,1351.8,485.8,837.21,42.11,232.56,827.93,6.017,2329.1,10227
1.734,1921.6,0.012,0,2.115,5.596,764.56,0,1.299,14.149,0.222,0,0,0.006,0,1.669,14.806
319.39,75608,654.51,0.217,1693.2,5070.9,40598,0.682,0,4.388,27.961,6.267,13.604,16.34,0.308,666.07,24488
5756.1,1.0935e+05,3326.5,7.233,10409,14784,1822.4,68.184,2324.2,0,2804.5,355.97,684.38,2519.1,90.879,6185.7,33811
44.278,10415,42.136,0,0.516,2.142,3.896,1.592,1.514,1407.2,0,6.928,1.035,0.032,0,88.07,559.63
53.312,58310,6.771,0,0.001,15.693,9.643,0,6.583,18232,46.471,0,0,74.972,0,48.693,3009.5
757.93,24463,10.962,0,198.76,213.98,2121.5,0,6.692,0.191,15.36,0.102,0,31.367,0.215,283.22,8089.8
2662.2,87643,5415.1,0,565.51,176.57,4969.4,0.244,105.77,0.483,83.945,10655,14.276,0,0.244,905.4,19019
17.114,3287.2,62.162,0,2.161,297.9,123.19,0,3.339,397.16,0.629,0,0.017,58.173,0,59.752,530.95
2448.6,1.747e+05,992.23,1.125,1308.2,2232.3,514.49,19.377,274.56,60849,1238.5,160.6,175.73,952.24,1098.7,0,5263.4
8360.1,2.6712e+05,2075.8,19.534,2212.3,22988,43849,135.96,1167,551.55,176.43,248.25,256.46,889.46,242.12,8161,0
