0,2.7488e+05,6916.5,97.711,12634,33760,43322,322.34,9437.6,1046.4,8284.3,1933.8,4664.4,9665.4,211.18,17681,24070
1.2702e+05,0,1.1283e+05,704.1,94347,1.2236e+05,88870,779.36,67285,31137,63883,15480,29663,83965,6276.8,1.7367e+05,2.9561e+05
10062,1.1226e+05,0,0.243,180.94,1023.7,6246.8,0,42.143,12.593,724.37,16.246,6.118,135.13,0.209,5470.4,10592
1088.1,1350.4,0.061,0,154.1,30.798,113.76,0,0.034,0.015,0.002,0.034,0,0.056,0,57.357,50.958
36831,96267,90.41,52.7,0,366.41,8611.2,0.679,58.133,10.356,91.921,18.382,17.933,177.95,0.957,1355.8,10054
2209.3,1.987e+05,13218,3.494,559.24,0,49067,32.456,1119.4,251.52,2474.5,3567.1,319.81,1963.3,48.676,7017.5,63810
2397.6,1.2223e+05,1397.4,8.85,2045,7623.6,0,88.925,6730.8,417.86,777.51,217.93,692.66,1488.3,39.225,3.0289e+05,10642
1.388,951.97,0.002,0,0.805,1.8,3789,0,3.091,21.924,0.016,0.021,0,0.015,0,3.116,5.01
843.36,1.6586e+05,19.83,0,1062.5,2771.7,33599,0.504,0,17.326,1878.5,9.381,8.186,26.896,1.125,6116,80365
12895,1.6462e+05,5026.7,27.796,3160.1,8451.6,2465.9,131.25,5150.7,0,1189.9,887.15,1382.9,3735.6,91.639,7412.4,18135
1029.5,34605,1069.8,0,736.57,593.27,4963,0.193,338.41,7155.6,0,195.51,62.152,400.93,0.249,961.58,933.79
116.24,83861,539.12,0,594.37,110.75,6.501,0,3.585,34621,1240.8,0,3.004,543.91,0.584,847.14,2604.7
1517,48058,10.501,0,307.8,253.37,5324.1,0,27.042,5.412,2517,0.146,0,24.914,262.82,2633.7,23770
4720.4,1.1995e+05,217.58,0,668.87,677.79,14188,0,239.91,21.366,1865.4,27.662,49.038,0,1.65,1514.5,36756
117.77,6194.4,2.335,0,19.416,46.729,1131.6,0,9.017,476.79,0.081,0.19,20.107,79.388,0,25.31,930.26
3840.3,3.2615e+05,13973,2.148,1687.2,4611.2,3824.5,1.498,1665.2,1.2663e+05,819.09,109.09,781.6,5195.7,12.63,0,9044.4
18738,4.5813e+05,3418.7,1.506,8333.1,6815.2,45452,63.092,1812.3,277.61,290.3,215.21,378.92,2057.6,22.372,15144,0
