0,2.9457e+05,14003,126.68,17275,32140,38056,213.48,6897.1,19726,18999,3892.5,11290,23394,335.2,20448,40459
2.0114e+05,0,2.0675e+05,5329.4,1.2712e+05,2.9749e+05,1.4458e+05,3438.9,1.2843e+05,46948,1.2283e+05,30511,63931,1.6572e+05,8186,2.2785e+05,4.2844e+05
15310,1.4015e+05,0,3.464,2393.9,3088.4,7633.8,0.203,102.79,8.741,942.42,1.318,33.037,245.46,3.237,26098,10581
1257.5,903.56,0.283,0,687.28,6.755,29.391,0.001,0.089,0.003,0.743,0.022,0.667,0.61,0,5.94,17.755
31529,82236,334.81,181.36,0,1432.1,12196,0.17,147.53,21.915,121.96,61.235,145.12,571,8.439,1316.3,2860.4
5491,2.4669e+05,13548,50.504,2014.5,0,30512,59.982,3086.9,343.74,30109,425.98,1148.4,1212.7,154.4,7650.4,87293
3219.2,1.4948e+05,3177,17.997,2618.4,12449,0,274.24,4279.3,1269,2884,470.36,753.95,2457.3,23.994,5601,14647
18.718,1872.1,4.858,0,0.403,49.057,2159.1,0,4.188,4.027,1.391,0.001,2.548,0.073,0,17.765,10.403
5805.9,1.741e+05,287.66,0.026,453.48,2827.3,40704,8.882,0,129.07,429.57,212.78,3586.6,2790,8.751,1444.1,47305
11618,3.0757e+05,5883.3,194.32,8264.9,41707,8353.9,289.21,15103,0,5391.9,990.44,3341.5,6768.7,109.12,21869,36985
2468.4,31467,759.45,0.356,1227.8,2172.3,991.83,5.051,1453.8,6960.7,0,714.25,291.45,840.3,27.545,3981.9,7094.6
2080.3,89999,351.4,0,615.05,234.06,168.65,0,10.179,34778,2905.5,0,24.093,805.02,396.73,1548.1,4103.5
6201.4,43081,91.243,0,363.94,6865,5129.8,1.549,51.888,145.28,432.65,79.762,0,300.52,654.19,1396,27643
7912.2,1.666e+05,152.47,4.246,2846.5,1711,12398,0.488,913.11,34.314,1275.7,43.568,262.93,0,1.152,12217,42628
201.91,7689.1,57.105,0,248.13,1411,163.34,0,7.942,312.64,80.228,7.407,236.19,286.94,0,175.18,973.49
4927.7,3.3125e+05,10021,86.175,3167.6,5660.6,3475.9,58.668,1763.6,1.3566e+05,4357,273.47,1541.8,8642.6,202.19,0,10370
26894,4.7358e+05,6691.8,10.964,4325.2,11984,58835,150.59,3027.9,891.63,9740.1,2121.9,907.99,4447.4,19.66,11415,0
