0,2.7809e+05,63266,421.75,21335,23872,54330,360.3,19859,2270.9,52624,8035.9,11787,13502,434.71,26996,31705
2.2898e+05,0,2.2762e+05,4952.2,1.1484e+05,2.709e+05,1.4257e+05,3456,1.1553e+05,55152,1.2282e+05,28364,72593,1.5167e+05,9163.6,2.4556e+05,4.1774e+05
17249,1.0745e+05,0,3.265,2711.3,1546.9,10062,0.547,200.85,110.4,805.79,32.803,182.81,67.519,1.707,26771,13494
569.66,1150.6,0.135,0,256.87,16.267,139.49,0,0.048,0.068,13.491,0.333,0.135,0.232,0,5.06,54.872
28974,82382,555.44,119.43,0,741.51,10346,0.019,86.319,35.09,123.91,39.221,151.46,5862,2.528,2343.9,2198.9
3120.7,2.5825e+05,7740.1,28.251,3289.5,0,34841,48.394,1958.2,589.43,7523.8,391.05,449.65,1868,95.664,6969.8,75401
3301.8,1.4926e+05,2626.7,3.949,2344.1,21044,0,199.22,3271.4,1655.3,2440.2,444.83,770.56,5082,29.843,6731.3,13438
7.348,1807.9,0.121,0,0.758,8.038,2118.3,0,3.646,0.005,0.746,0.013,0,0.441,0.219,97.721,19.586
1347.6,1.8119e+05,397.69,0.238,172.17,1680.3,26888,0.986,0,746.94,20456,10.018,101.19,220.98,4.014,3574.6,35523
15127,3.3755e+05,7105.8,318.88,10838,45024,13553,188.08,6921.7,0,12527,1246.5,4291.9,9785.6,475.16,14712,31804
752.3,33493,168.72,0.102,50.003,1176.9,694.77,0.118,416.05,5592.3,0,56.396,44.54,354.68,2.684,1092.2,1671.1
861.22,84169,362.75,0.183,953.86,60.8,16.098,0.148,26.549,36426,1684,0,0.285,74.29,0.02,4835.5,3075.2
5135.3,55574,738.76,0,487.06,6824.2,6636.6,0,92.831,11.516,253.94,17.977,0,329.69,13.737,2252.7,26517
10662,1.423e+05,205.56,7.629,793.97,3495.2,14315,2.686,142.34,59.458,681.92,11.669,92.679,0,1.458,2138.8,40456
487.91,8378.6,31.661,0,60.664,334.36,200.63,0,11.61,243.17,345.32,0.439,6.943,1854.9,0,329.19,1701.6
5128.3,3.4495e+05,17461,87.051,2126.6,8793,2262.9,35.807,1422.5,1.3122e+05,2848,418.43,4256,3624.1,223.13,0,12567
24076,5.5289e+05,7184.1,350.89,4650.6,30245,47093,224.48,6246.6,1267.4,4176.8,845.92,2430.7,3406.4,53.308,9991.5,0
