0,2.4691e+05,4998.7,58.981,13414,25990,39240,76.462,2916.7,625.49,13903,5578.8,4528.1,11695,114.71,18847,22958
89660,0,76746,241.33,68594,86309,64099,440.11,40799,27524,60361,7607.8,31064,56519,5975.9,1.3304e+05,2.3769e+05
7504.2,88168,0,0.091,80.686,436.89,7349.5,0,185.96,0.36,37.287,7.886,7.89,30.426,0.025,4431.9,8498.4
280.36,445.42,0.071,0,43.091,0.382,353.63,0,0.076,0.002,0.076,0.004,0.018,0.008,0,14.396,12.451
29813,1.045e+05,50.083,74.949,0,2019.7,6997.9,0.071,38.454,1.313,11.265,21.53,22.53,70.692,0.374,1341.9,5978.2
1015,1.6173e+05,794.17,0.642,405.43,0,47768,1.185,464.94,5025.8,720.06,84.555,167.24,480.01,1.86,3116.7,48042
16958,76726,1213.2,8.123,717.09,7632.3,0,48.988,1587.6,731.24,486.88,212.79,119.86,5328.1,23,3655.3,8252.8
0.031,487.9,0.005,0,0.076,0.644,332.89,0,1.9,0.009,1.446,0,0,0,0.013,9.276,3.45
222.36,1.0852e+05,9.12,0.201,1394,186.59,20577,0.104,0,71.82,5561.9,62.62,6.396,10.132,0.024,11570,60522
4007,1.1529e+05,2858.7,6.269,2869.2,7.312e+05,3696.8,30.82,2176.6,0,351.74,641.34,927.08,2706.9,50.954,7335,11327
2140.1,29136,489.17,0,101.27,110.11,984.21,0.004,3088.3,2685,0,61.357,10.145,183.35,0.312,858.24,753.2
136.07,82827,55.375,0,2929.4,22.312,59.278,0,89.2,30982,34.829,0,0.892,16.88,0.256,2688.9,1599.5
1072.1,34935,11.778,0.022,246.62,177.98,1852.1,0,6.201,18.063,19.152,3.895,0,10.366,0.019,207.37,20739
4813.8,1.0769e+05,40.957,0.007,373.65,1067.2,11256,0,3.427,4.344,19.934,18.804,48.291,0,0.384,661.87,26377
213.48,6156.4,1.185,0,0.171,32.059,1888.6,0.029,2.804,168.24,7.33,0.104,4.591,0.468,0,124.85,1067.3
2314.1,2.4207e+05,7458.1,1.305,1032.7,3391.4,1338,21.46,463.11,1.1362e+05,187.76,240.53,220.74,1047.4,31.587,0,7687.6
15961,5.145e+05,2448.9,12.97,4045.1,5862,40836,45.619,424.69,335.48,5402.4,106.71,1559.6,1061.1,0.79,14699,0
