0,2.893e+05,67952,148.41,9995.5,39761,44594,202.31,12006,1310,22535,1481.5,6310.8,14599,700.38,25349,34133
1.6025e+05,0,1.5449e+05,3011.3,93808,2.1813e+05,1.5369e+05,1245.1,92408,41941,96413,36565,51550,1.4952e+05,5348,2.1768e+05,3.4177e+05
28118,1.5001e+05,0,0.079,1169.5,3951.2,6827.3,0,147.37,25.686,388.74,12.996,20.87,4733.4,0.165,5456.9,14648
691.99,684.3,0.043,0,187.78,10.982,152.61,0,0.046,0.265,1.331,0.329,0.003,10.617,0,4.511,74.628
27366,86881,8204.6,155.03,0,581.9,10391,0.359,82.967,21.61,410.96,26.514,113.25,226.26,0.405,1634.4,1767.5
4165.7,1.8763e+05,20289,123.95,1054.3,0,35743,41.981,2101,304.07,3705.4,241.71,412.55,1003.2,30.791,4479.5,74496
5504.2,1.4353e+05,1955.7,0.445,1206.4,14367,0,807.59,3463.6,1033.9,2756.6,281.27,910.64,1534,52.279,7609.3,14693
14.805,2224.6,0.018,0,2.554,1.503,1181.3,0,1.82,0.022,38.987,0,0,0.649,0,41.262,24.583
1109.5,1.4939e+05,444.74,0.055,99.601,5383.8,29913,0.621,0,1750.8,4570.6,1304.3,36.033,736.21,5.32,4978.1,44515
11547,2.8797e+05,10247,31.724,19766,41126,5125.1,609.25,7806,0,3879.9,1356,3095.8,9149.8,253.19,16487,30750
250.84,15651,4.627,0,88.16,41.453,32.022,0,96.517,7202.6,0,40.483,34.756,25.778,0,261.39,602.02
118.24,79564,26.569,0.3,832.2,35.614,153.97,0,9.282,28942,4701.7,0,2017.5,57.662,0,10258,1717
3261.1,49572,197.78,0,3166.1,2382.9,7428.9,0,44.763,38.522,264.87,92.865,0,6009.7,1340.4,46848,26670
8049.4,1.3972e+05,112.51,0.135,1053.9,4933.6,11121,3.301,78.079,71.841,3964.4,19.965,320.65,0,37.692,2101.3,37197
154.69,7398.2,17456,0,38.562,301.38,363.39,0,32.245,574,53.05,30.144,32.903,149.18,0,304.86,566.35
4507.4,2.78e+05,8464.1,9.544,1715.8,9641.9,5267.6,32.675,6864.8,1.2352e+05,6380.5,554.5,1948.3,2413.9,357.89,0,24238
16597,4.6974e+05,3979.9,9.191,12884,30175,37871,313.69,1248.8,2031.7,9265.5,189.84,1636.3,5995.6,51.155,17348,0
