0,2.3398e+05,3900.3,20.944,2490.8,5302.9,11873,200.75,1707.5,606.15,2890.9,142.44,855.97,6336.6,159.91,8825.7,15882
84010,0,84801,228.84,30681,52154,26722,226.51,15138,12743,25796,4905.1,16034,45934,1904.6,74626,1.0463e+05
6815.3,48523,0,0.048,89.71,490.48,2770.8,0,43.521,0.962,604.31,0.85,2.216,56.488,0.068,7996.2,6338
19.036,113.98,0.013,0,20.321,146.22,1.178,0,0.083,0.002,0.002,0,0,0.004,0,0.009,12.018
15505,67598,24.659,20.962,0,131.75,2984.3,0.209,7.937,2.11,19.232,5.046,16.309,11.189,0.796,459.12,1215.9
459.78,1.2437e+05,900.12,0.064,168.79,0,47603,0.448,75.004,133.77,425.96,28.654,96.258,140.88,21.187,2105.7,32546
1000.8,55497,765.44,0,536.97,2655.4,0,3.553,456.05,177.97,3.738,29.483,1011.8,732.39,20.376,7111.6,6617.6
0.019,1338.9,0.001,0,0.066,0.179,681.7,0,1.292,0.062,0,0,0.002,0,0,1.255,123.41
4377.6,74907,1.065,0.011,2.807,950.06,26795,0.427,0,3.758,6657.5,4.563,0.459,5.744,0.002,170.65,20505
5800.3,56391,2846.5,0.481,1560.5,9453.6,825.26,90.919,1310.1,0,434.42,177.5,409.62,2377.9,48.058,8026,17131
3.082,14942,8.236,0,0.243,6.677,0.146,0,0.866,666.84,0,4.877,0.288,0.017,0,4.51,530.07
9.361,50755,1.102,0,1.269,4.542,0.673,0,2.381,7233.5,16.762,0,3.817,0.305,0,1036.4,2584.6
1422.4,21605,4.928,0,220.99,17.297,1987.9,0,3.872,0.007,1.448,0.132,0,9.516,0.029,4392.6,6505.5
2767,95002,90.692,0,40.442,399.68,5607.9,0,4.85,12.68,11965,0.375,319.38,0,0.009,1245.9,21031
113.89,2695.9,3.114,0,46.45,16.969,57.314,0,0.064,1032.8,0.725,0.004,0.567,0.133,0,2.903,345.73
782.29,1.8678e+05,5422.7,0.029,533.4,8011.5,479.67,29.283,50.786,39188,1101.5,94.871,218.2,826.56,0.503,0,6421.3
7566.2,3.3928e+05,13971,0,3547.6,11689,34467,50.407,273.98,123.91,948.52,38.881,1990.4,758.26,4370.2,6159.8,0
