0,2.532e+05,5701.5,159.51,10467,26661,45613,154.62,3635.2,531.23,12143,3772.8,4265.8,14612,541.94,19281,25184
1.304e+05,0,85215,504.25,82817,1.1032e+05,61899,650.25,49261,27311,44411,11609,27666,64167,6135.2,1.4106e+05,2.6777e+05
7618.9,97671,0,174.9,363.85,429.55,6511.1,0,15.54,0.93,54.138,6.241,4.173,13.2,0.074,5386.9,8688
257.37,632.17,12.801,0,28.914,8.38,109.95,0,0.024,0.001,0.067,0.06,0.07,0.063,0,24.959,34.542
36695,1.0278e+05,160.48,39.029,0,8514.9,6543.3,0.105,68.349,4.526,18.838,7.461,35.371,167.84,4.653,1865.6,6186.3
19740,1.9168e+05,826.8,62.93,558.42,0,57369,1.989,997.19,6625.1,1314.7,42.465,131.64,1355.9,19.481,5202.2,63772
16960,1.0126e+05,977.56,1.475,2047.3,9922,0,8.046,1243.5,198.77,722.99,211.46,483.47,5752.7,1.198,3147.7,8152.3
0.053,1714.3,0.06,0,0.256,31.294,299.8,0,8.979,9.976,0.155,0.002,0,1.953,0,26.758,16.95
320.33,1.3647e+05,7.384,0.016,911.26,328.5,23843,13.026,0,4.487,6246,4.84,13.77,10.897,0.201,2500.3,59488
7233.2,1.7347e+05,3265.9,34.864,2646.4,5.7952e+05,3805.6,55.636,5270.1,0,1781.9,700.65,1294.3,3071.6,87.179,8780.4,20756
2762.4,29990,198.14,9.422,35.184,233.33,382.14,5.219,208.46,3001.2,0,67.717,16.928,174.15,0.313,635.74,772.02
66.964,87345,32.344,0,254.52,307.68,184.58,0,124.97,30899,414.67,0,23.813,61.783,0.168,1747.2,3011.7
1182.1,31715,3.833,0.468,842.69,203.26,2744.3,0,2.318,3.013,29.868,3.484,0,37.24,419.97,1284.9,17892
5975.5,1.0635e+05,20.507,0,523.83,497.37,15774,0.002,33.451,127.04,311.12,15.084,73.286,0,0.255,1933.5,39318
89.901,5427.6,269.27,0,4202.5,53.421,595.93,0,3.995,1580.5,0.135,0.091,14.991,24.919,0,318.62,361.88
2177.4,2.7233e+05,1462.6,1.624,663.49,1187.9,1206.2,1.178,495.37,1.0597e+05,1774.7,673.84,456.98,1269.2,3.511,0,9529.3
22089,4.568e+05,1941.4,0.122,3845.9,5133.8,48661,12.606,573.28,483.82,1977.5,260.64,366.45,1282.4,9.76,6265.1,0
