0,2.6815e+05,7679.3,85.75,16811,9941.6,41806,139.94,10935,866.03,6856,3450.7,4106.6,10119,326.91,16580,24454
1.2472e+05,0,1.2943e+05,773.47,99444,1.2315e+05,83271,588.77,47204,35951,51363,15202,34155,72178,5264.5,1.4452e+05,2.783e+05
11383,1.1275e+05,0,0.074,391.96,961.29,8192.8,0,19.337,1.358,101.93,0.755,8.658,8.626,6.83,5428.3,9851.4
502.55,643.12,0.029,0,143.59,0.658,53.114,0,0.038,0,0.006,0,0.117,0.002,0,17.191,60.9
39303,1.0201e+05,47.105,40.448,0,369.11,8769.3,0.073,79.121,16.183,107.28,20.609,53.542,944.34,2.528,1231.8,12301
906.08,1.9372e+05,11924,0.045,391.28,0,46805,1.104,383.45,280.14,841.68,92.744,111.12,1509.3,16.945,17734,73543
11155,1.1066e+05,1147,6.053,5686.5,10438,0,66.443,1605.7,358.12,801.79,301.84,316.7,3428,0.854,3097.5,8701.2
0.008,705.68,0,0,0.131,1.19,1804.6,0,1.303,0.058,0.004,0,0,0.008,0,9.554,112.11
1368.1,1.4826e+05,74.706,0.23,642.57,1033.4,21061,0.535,0,6.41,2835.3,8.013,5.012,73.375,0.333,5254.1,63358
6286.6,1.9614e+05,4865.3,36.865,4583.8,7751,9803.4,52.887,2727.1,0,1063.3,901.26,1090,4467.9,109.53,9100.2,13245
2680.5,44277,663.46,0,31.905,132.26,3076,0,798.36,3247.3,0,637.61,3.12,286.48,0.214,631.23,1981.3
114.28,86115,21.643,0,681.31,11.202,73.778,0,5.845,39855,917.77,0,0.325,0.404,0.398,1065.2,2531.1
1696.9,45914,119.83,0,1336.6,131.53,6893.7,0,2.662,0.104,42.937,0.124,0,150.01,358.22,3527.1,19563
3457.1,1.243e+05,45.134,0,477.62,618.32,13296,0.011,219.92,172.89,350.68,1.376,52.736,0,0.315,1344.9,34010
212.54,10503,13.947,0,22.08,5441.3,101.99,0,11.922,2341.3,0.108,0.103,20.744,27.528,0,99.231,1029.3
2573.5,2.6813e+05,666.12,43.035,1063.3,4915.1,3788.8,0.902,408.42,1.2066e+05,826.69,792.48,415,1375.7,91.458,0,8951.7
20771,4.7359e+05,2752.1,0.562,3447.5,3726.3,51115,137.61,858.96,169.21,14532,154.93,345.31,1577.2,23.758,10634,0
