0,2.9057e+05,7097.4,243,12867,17986,46455,147.73,7921.5,1036.6,14432,1741.1,2915.3,11816,225.72,17591,26645
1.4022e+05,0,1.3333e+05,881.39,89282,1.2448e+05,93442,804.61,70405,35699,60167,13496,37483,1.0011e+05,4964.4,1.5042e+05,3.0791e+05
11517,1.5125e+05,0,4.019,447.88,1154.9,7730.9,0.348,22.381,8.141,402.98,10.067,1.532,37.611,0.077,4621.4,10934
384.28,1035.4,0.736,0,87.831,1.142,155.56,0,0.097,0,0.176,0.002,0.369,0.466,0,15.194,77.077
31698,1.0277e+05,373.92,56.365,0,1902.5,7569.9,1.627,92.888,636.35,233.42,18.709,5885.8,116.24,41.932,1073.1,7425.1
1811.3,2.2405e+05,11805,2.664,1093.6,0,74559,4.549,743.96,305.11,3053.7,200.79,202.42,822.25,19.359,6574.7,61852
2530.1,1.3467e+05,1957.8,15.714,3511.4,13549,0,95.807,2034.5,262.81,2010.5,335.88,942.04,1789.3,56.089,5979.7,13031
0.111,904.51,3.747,0,1.03,19.212,3776.9,0,1.357,0.009,0,0,0,0.004,0,30.074,8.615
665.31,1.7525e+05,90.785,0.027,897.37,2540.4,35581,0.603,0,43.485,6123.4,148.49,35.491,41.679,0,1856.7,71015
5326.7,2.3225e+05,8088.4,78.545,6147.4,6899,1962.8,127.17,3757.1,0,3084.2,937.97,2381.3,4201.6,191.85,8287.5,21451
1275.2,19095,854.09,0.837,753.09,389.6,1606.7,0,993.05,7484.6,0,1662.3,85.69,7909.5,0.214,736.27,1595.1
582.83,88583,37.782,0,441.97,14.149,1415.7,0,126.01,38830,1172.4,0,3.919,0.367,0.198,1191.5,1487.3
1789.9,38079,0.018,0,287.65,1585.3,5843.6,0,49.793,23.774,90.908,0.049,0,51.838,0.032,3306,21501
5304.6,1.1762e+05,78.476,0,991.56,1712.5,11472,0.122,25.944,11.522,472.57,2.946,68.331,0,0.009,1909.1,36603
137.3,6450.1,1.636,0,938.5,21.396,83.365,0,21.505,510.68,16.15,0.933,8.291,41.547,0,15.76,1569.2
2894.8,3.0498e+05,12990,0.534,1166.2,1649.8,511.92,16.624,443.14,1.3909e+05,1059,138.36,2057,3413.2,13.371,0,7396.7
24969,5.0363e+05,1831.2,3.408,9608.4,12918,36399,40.499,2891.4,334.77,639.94,182.33,443.01,2098.8,7.637,26791,0
